CODIGO_OSINERG,DIRECCION,DISTRITO,direccion_consultada,lat,lon,pase,osm_class,osm_type,display_name
16806,"AV. UNIVERSITARIA ESQ. CARLOS IZAGUIRRE, MZ. A LOTES 1, 2, 3 Y 4 ASOCIACIÓN DE VIVIENDA SAN JUAN DE DIOS",LOS OLIVOS,"AV. UNIVERSITARIA ESQ. CARLOS IZAGUIRRE, MZ. A LOTES 1, 2, 3 Y 4, LOS OLIVOS, LIMA, PERU",,,0,,,
16817,AV. AVIACION N° 4269-4285 ESQUINA CON CALLE CLARA BARTON N° 121,SURQUILLO,"AV. AVIACION 4269, SURQUILLO, LIMA, PERU",-12.115909,-76.999011,2,highway,primary,"Avenida Aviación, Urb. CAPEBCO, Surquillo, Lima, Lima Metropolitana, Lima, 15036, Perú"
168562,"LOTES 7, 8, 9 Y 10, MZ. A6, URB. SAN ANTONIO DE CARABAYLLO 3",CARABAYLLO,"LOTES 7, 8, 9 Y 10, MZ. A6, CARABAYLLO, LIMA, PERU",,,0,,,
168796,LOTE 09 MANZANA H ASOCIACION PRO VIVIENDA LOS SUYOS,CARABAYLLO,"LOTE 09 MANZANA H, CARABAYLLO, LIMA, PERU",,,0,,,
169052,ANTIGUA CARRETERA PANAMERICANA SUR KM 23.645,VILLA EL SALVADOR,"CARRETERA. PANAMERICANA SUR KM 23, VILLA EL SALVADOR, LIMA, PERU",-12.225938,-76.971349,2,highway,motorway,"Carretera Panamericana Sur, Villa El Salvador, Lima, Lima Metropolitana, Lima, 15842, Perú"
169077,AV. LA PRINCIPAL MZ. B LOTE 5 URB. INDUSTRIAL CAMPOY,SAN JUAN DE LURIGANCHO,"AV. LA PRINCIPAL MZ. B LOTE 5, SAN JUAN DE LURIGANCHO, LIMA, PERU",,,0,,,
171382,"MZ D. LOTE 1, URB. PROGRESIVA LAS ORQUIDEAS II ETAPA",CALLAO,"MZ D. LOTE 1, CALLAO, LIMA, PERU",,,0,,,
171680,PARCELA A ALTURA KM 8 DE LA CARRETERA CALLAO - VENTANILLA,VENTANILLA,"CARRETERA. CALLAO - VENTANILLA, VENTANILLA, LIMA, PERU",-11.819533,-77.126451,3,highway,trunk,"Carretera Panamericana Norte, Ventanilla, Callao, Lima Metropolitana, Callao, 15122, Perú"
174638,URB. POPULAR DE INTERES SOCIAL PARCELA MINI PARQUE INDUSTRIAL CERRO CACHITO MZ B LOTE 7,VENTANILLA,"URB. POPULAR DE INTERES SOCIAL PARCELA MINI PARQUE INDUSTRIAL CERRO CACHITO MZ B LOTE 7, VENTANILLA, LIMA, PERU",,,0,,,
174853,"AV. CARLOS ALBERTO IZAGUIRRE Y AV. BERTELLO URB. SAN CARLOS MZ. ""A"" LOTES 5, 6, 7, 8, 9, 24, 25, 26, 27, 28 Y 29",SAN MARTIN DE PORRES,"AV. CARLOS ALBERTO IZAGUIRRE, SAN MARTIN DE PORRES, LIMA, PERU",-11.990939,-77.088818,3,highway,primary,"Avenida Carlos Alberto Izaguirre, Santa Rosa, San Martín de Porres, Lima, Lima Metropolitana, Lima, 15109, Perú"
175371,"MANZANA E2, LOTE 10 DEL CENTRO POBLADO LOS HUERTOS DEL RIO SECO, VALLE DE MALA",CARABAYLLO,"MANZANA E2, LOTE 10 DEL CENTRO POBLADO LOS HUERTOS DEL RIO SECO, VALLE DE MALA, CARABAYLLO, LIMA, PERU",,,0,,,
175593,"PREDIO RURAL TAMBO INGA, PARCELA 33-A. PROYECTO TAMBO INGA VALLE CHILLÓN (CARRETERA PANAMERICANA NORTE KM 28.5)",PUENTE PIEDRA,"PREDIO RURAL TAMBO INGA, PARCELA 33-A. PROYECTO TAMBO INGA VALLE CHILLÓN, PUENTE PIEDRA, LIMA, PERU",,,0,,,
176032,"URB. EL BOULEVARD DE SAN ANTONIO, MZ. D9, LOTES DEL 23 AL 30 (AV. JOSÉ SACO ROJAS S/N ESQUINA CON AV. COMERCIAL)",CARABAYLLO,"URB. EL BOULEVARD DE SAN ANTONIO, MZ. D9, LOTES DEL 23 AL 30, CARABAYLLO, LIMA, PERU",,,0,,,
176900,"AV. HEROES DEL ALTO CENEPA (EX-TRAPICHE) LOTE 40, URB. HUERTOS DE TUNGASUCA",COMAS,"AV. HEROES DEL ALTO CENEPA LOTE 40, COMAS, LIMA, PERU",,,0,,,
177035,"AV. PAUL POBLET LIND UC, 12079 PARCELA H-40, LOTE C Y D, MANCHAY BAJO, VALLE DE LURIN",PACHACAMAC,"AV. PAUL POBLET LIND UC, 12079 PARCELA H-40, LOTE C Y D, MANCHAY BAJO, VALLE DE LURIN, PACHACAMAC, LIMA, PERU",,,0,,,
177200,"AV. CAMINO REAL MZ. C, LOTE 1, AA.HH. ASOCIACION DE POBLADORES EL BOSQUE DE CARABAYLLO",CARABAYLLO,"AV. CAMINO REAL, CARABAYLLO, LIMA, PERU",-11.8797,-77.024685,3,highway,tertiary,"Avenida Camino Real, Ampliación Los Florales, Santo Domingo, Carabayllo, Lima, Lima Metropolitana, Lima, 15321, Perú"
177262,"AV. REPUBLICA DE ARGENTINA MZ. K, LT. N° 1 Y N° 2  URBANIZACION INDUSTRIAL LA CHALACA",CALLAO,"AV. REPUBLICA DE ARGENTINA, CALLAO, LIMA, PERU",-12.047159,-77.084485,3,highway,secondary,"Avenida República de Argentina, Villa Señor De Los Milagros, Carmen de la Legua Reynoso, Carmen de La Legua-Reynoso, Callao, Lima Metropolitana, Callao, 07006, Perú"
17856,"AA.HH. SANTA MARIA, MZ. C1, LOTE 21",SAN JUAN DE LURIGANCHO,"AA.HH. SANTA MARIA, MZ. C1, LOTE 21, SAN JUAN DE LURIGANCHO, LIMA, PERU",,,0,,,
17857,"AV. C, MZ. IV, LOTE 01, AA.HH. ASOCIACION DE POBLADORES DE VENTANILLA ALTA",VENTANILLA,"AV. C, MZ. IV, LOTE 01, VENTANILLA, LIMA, PERU",,,0,,,
17859,"JR. ABTAO N° 784, ESQ. CON JR. HIPOLITO UNANUE",LA VICTORIA,"JR. ABTAO 784, ESQ. CON JR. HIPOLITO UNANUE, LA VICTORIA, LIMA, PERU",,,0,,,
17860,JR. JOSE CARLOS MARIATEGUI Nº 540 URB. UNIVERSAL,SANTA ANITA,"JR. JOSE CARLOS MARIATEGUI 540, SANTA ANITA, LIMA, PERU",,,0,,,
17861,AV. FCO PIZARRO N° 800 ESQUINA AV. FELIPE ARANCIBIA N° 101,RIMAC,"AV. FCO PIZARRO 800 ESQUINA AV. FELIPE ARANCIBIA 101, RIMAC, LIMA, PERU",,,0,,,
17862,"PUEBLO JOVEN JOSE CARLOS MARIATEGUI, ETAPA PRIMERA, AV. JULIO C. TELLO N° 101, MZ. E LOTE 01 ",VILLA MARIA DEL TRIUNFO,"PUEBLO JOVEN JOSE CARLOS MARIATEGUI, VILLA MARIA DEL TRIUNFO, LIMA, PERU",,,0,,,
17864,ESQ. AV. PROLONGACIÓN PACASMAYO Y AV. EL SOL DE NARANJAL PARCELA II EXFUNDO EL NARANJAL,SAN MARTIN DE PORRES,"AV. PROLONGACIÓN PACASMAYO, SAN MARTIN DE PORRES, LIMA, PERU",-11.976739,-77.106132,3,highway,secondary,"Avenida Pacasmayo, San Martín de Porres, Lima, Lima Metropolitana, Lima, 15112, Perú"
17865,"AV. EL RETABLO ESQUINA CON CALLE 6, MZ. C, LOTE 1, URB. EL RETABLO",COMAS,"AV. EL RETABLO ESQUINA CON CALLE 6, MZ. C, LOTE 1, COMAS, LIMA, PERU",,,0,,,
17867,AV. ARGENTINA Nº 3003 - 3005,LIMA,"AV. ARGENTINA 3003 - 3005, LIMA, LIMA, PERU",-12.046478,-77.076717,1,highway,secondary,"Avenida República de Argentina, Mirones, Lima, Lima Metropolitana, Lima, 07006, Perú"
17868,"AV. LAS TORRES N° 508, ESQUINA CON EL JR. MARISCAL ORBEGOSO, URB. EL PINO",SAN LUIS,"AV. LAS TORRES 508, SAN LUIS, LIMA, PERU",-12.070505,-76.988659,2,highway,secondary,"Avenida De Las Torres, Urbanización El Pino, San Luis, Lima, Lima Metropolitana, Lima, 15022, Perú"
17869,"AV. LA MOLINA ESTE Nº 2295, ESQUINA PUNTA PEJERREY - URB.  EL SOL DE LA MOLINA ",LA MOLINA,"AV. LA MOLINA ESTE 2295, LA MOLINA, LIMA, PERU",-12.069717,-76.948844,2,amenity,place_of_worship,"Templo de Lima Perú, 6420, Avenida Javier Prado Este, Santa Patricia 2da Etapa, La Molina, Lima, Lima Metropolitana, Lima, 15024, Perú"
17870,AV. NICOLAS DUEÑAS N° 308-310 ESQ. CON AV. ENRIQUE MEIGGS,LIMA,"AV. NICOLAS DUEÑAS 308, LIMA, LIMA, PERU",-12.03576,-77.066092,2,highway,secondary,"Avenida Nicolás Dueñas, 1 de Octubre, Lima, Lima Metropolitana, Lima, 15101, Perú"
178713,"AV. LAS PYMES, ASOC. ONG. INSTITUTO DE PROMOCIÓN Y DESARROLLO DE LA PEQUEÑA Y MEDIANA EMPRESA - INDEPROPYME, MZ. L2, LOTES 04, 05, 06, 07, 08 Y 09 ",ANCON,"AV. LAS PYMES, ASOC. ONG. INSTITUTO DE PROMOCIÓN Y DESARROLLO DE LA PEQUEÑA Y MEDIANA EMPRESA - INDEPROPYME, MZ. L2, LOTES 04, 05, 06, 07, 08 Y 09, ANCON, LIMA, PERU",,,0,,,
17879,AV. GENERAL GARZON N° 688,JESUS MARIA,"AV. GENERAL GARZON 688, JESUS MARIA, LIMA, PERU",-12.075873,-77.052543,1,shop,travel_agency,"Latin Tours Perú, Avenida General Eugenio Garzón, Oyague, Jesús María, Lima, Lima Metropolitana, Lima, 15081, Perú"
17880,"AV. MARIA REICHE S/N SECTOR II,AMPLIACION 4TA. ETAPA, SECTOR 2, MZ. N, LOTE 22. PROG.HABITACIONAL PACHACAMAC",VILLA EL SALVADOR,"AV. MARIA REICHE, VILLA EL SALVADOR, LIMA, PERU",-12.243438,-76.918845,1,highway,primary,"Avenida María Reiche, Sector 4, Villa El Salvador, Lima, Lima Metropolitana, Lima, 15841, Perú"
17881,"AV. MARAÑON, MZ. A, LOTE 1, ESQUINA CON CALLE N° 1 ",LOS OLIVOS,"AV. MARAÑON, LOS OLIVOS, LIMA, PERU",-11.971631,-77.069773,3,highway,tertiary,"Avenida Río Marañon, Los Olivos, Lima, Lima Metropolitana, Lima, 15306, Perú"
17904,"AV. SEPARADORA INDUSTRIAL MZ. A, LTS. 32,35 URB. OLIMPO",ATE,"AV. SEPARADORA INDUSTRIAL, ATE, LIMA, PERU",-12.059659,-76.950385,3,highway,secondary,"Avenida Separadora Industrial, Mayorazgo, Ate, Lima, Lima Metropolitana, Lima, 00051, Perú"
17905,AV. STA. ROSA N 496 ESQ. CALLE LA PILA,SAN JUAN DE LURIGANCHO,"AV. STA. ROSA N 496, SAN JUAN DE LURIGANCHO, LIMA, PERU",-11.989359,-76.996559,2,highway,secondary,"Avenida Santa Rosa de Lima, Agrupación Nueva Esperanza, San Juan de Lurigancho, Lima, Lima Metropolitana, Lima, 15438, Perú"
17906,"AV. PROCERES DE LA INDEPENDENCIA N° 3299, ESQ. CON AV. EL BOSQUE, URB. CANTO GRANDE, MZ. B - LT. 06",SAN JUAN DE LURIGANCHO,"AV. PROCERES DE LA INDEPENDENCIA 3299, SAN JUAN DE LURIGANCHO, LIMA, PERU",-11.9821,-77.005708,2,highway,primary,"Avenida Fernando Wiesse, San Carlos (II etapa), San Juan de Lurigancho, Lima, Lima Metropolitana, Lima, 15423, Perú"
17907,"AV. NICOLAS AYLLON MZ. B LOTES 01, 02, 03, 04, 05, 23, 24, 25 Y 26, KM. 15.1 (ANTES CARRETERA CENTRAL KM. 15.1)",ATE,"AV. NICOLAS AYLLON, ATE, LIMA, PERU",-12.064047,-76.9891,3,highway,primary,"Avenida Nicolás de Ayllón, Valdiviezo, Ate, Lima, Lima Metropolitana, Lima, 15019, Perú"
17908,"AA.HH. LAS PALMERAS MZ. C, LT. 14 (ANTES SERPENTÍN DE PASAMAYO KM. 45.9 PANAMERICANA NORTE)",ANCON,"AA.HH. LAS PALMERAS MZ. C, LT. 14, ANCON, LIMA, PERU",,,0,,,
17910,CARRETERA PANAMERICANA NORTE KM. 42,SANTA ROSA,"CARRETERA PANAMERICANA NORTE KM. 42, SANTA ROSA, LIMA, PERU",-11.782578,-77.156788,1,highway,trunk,"Carretera Panamericana Norte, Ancón, Lima, Lima Metropolitana, Lima, 15123, Perú"
179164,LOTE 4 DEL PREDIO DENOMINADO EL CHAPARRAL SECTOR HUACHIPA AUTOPISTA RAMIRO PRIALE ALTURA KM 6.5,LURIGANCHO,"LOTE 4 DEL PREDIO DENOMINADO EL CHAPARRAL, LURIGANCHO, LIMA, PERU",,,0,,,
17944,"AV. ARICA 481, ESQUINA CON JR. GENERAL VARELA Y JR. REBECA OQUENDO",BREÑA,"AV. ARICA 481, BREÑA, LIMA, PERU",-12.059575,-77.043606,2,highway,primary,"Avenida Arica, José Pablo, Chacra Colorada, Breña, Lima, Lima Metropolitana, Lima, 15083, Perú"
17945,"AV. PACHACUTEC CON AVENIDA Nº 4 LT. 2, 3, 4, 5 - AA.HH. NUEVO PROGRESO ",VILLA MARIA DEL TRIUNFO,"AV. PACHACUTEC CON AVENIDA 4 LT. 2, 3, 4, 5, VILLA MARIA DEL TRIUNFO, LIMA, PERU",,,0,,,
17946,AV. EL DERBY N° 109 ESQUINA CON AV. EL POLO,SANTIAGO DE SURCO,"AV. EL DERBY 109, SANTIAGO DE SURCO, LIMA, PERU",-12.099107,-76.969613,2,highway,primary,"Avenida El Derby, El Cortijo, Monterrico, Santiago de Surco, Lima, Lima Metropolitana, Lima, 15023, Perú"
17947,"JR.  ELVIRA GARCIA Y GARCIA  Nº  2790, 2794, 2796.",LIMA,"JR. ELVIRA GARCIA Y GARCIA 2790, 2794, 2796, LIMA, LIMA, PERU",,,0,,,
17949,"AV. PUENTE PIEDRA N° 1218 KM. 32, PANAMERICANA NORTE",PUENTE PIEDRA,"AV. PUENTE PIEDRA 1218, PUENTE PIEDRA, LIMA, PERU",-11.859082,-77.081275,2,highway,secondary,"Avenida Puente Piedra, Puente Piedra, Lima, Lima Metropolitana, Lima, 15118, Perú"
17950,"AV. SALVADOR ALLENDE CON AV. MANCO CAPAC, LOTE 9, MZ. N2",VILLA MARIA DEL TRIUNFO,"AV. SALVADOR ALLENDE CON AV. MANCO CAPAC, LOTE 9, MZ. N2, VILLA MARIA DEL TRIUNFO, LIMA, PERU",,,0,,,
17952,CARRETERA PANAMERICANA SUR KM. 25.62,LURIN,"CARRETERA. PANAMERICANA SUR KM. 25, LURIN, LIMA, PERU",-12.317877,-76.830235,2,highway,motorway,"Carretera Panamericana Sur, Villa Nueva Navarra, Punta Hermosa, Lima, Lima Metropolitana, Lima, 15846, Perú"
17953,AV. ROOSEVELT N° 5672 ESQ. AV. MONSEÑOR ROCA Y BOLOÑA N° 385,MIRAFLORES,"AV. ROOSEVELT 5672, MIRAFLORES, LIMA, PERU",-12.122388,-77.018209,2,highway,primary,"Avenida Roosevelt, El Rosedal, Miraflores, Lima, Lima Metropolitana, Lima, 15048, Perú"
179709,"MZ. A, LOTE 1, 2, 23 Y 24 DE PARAISO DE SAN LORENZO ",CARABAYLLO,"MZ. A, LOTE 1, 2, 23 Y 24 DE PARAISO DE SAN LORENZO, CARABAYLLO, LIMA, PERU",,,0,,,
180412,"ANTIGUA CARRETERA A HUAROCHIRI ALT. KM. 3, PARCELA N° 22, PAMPA TINAJAS, COMUNIDAD CAMPESINA DE COLLANAC",CIENEGUILLA,"ANTIGUA CARRETERA A HUAROCHIRI, CIENEGUILLA, LIMA, PERU",,,0,,,
180748,"AV. NICOLAS DE PIEROLA, ESQUINA CON AV. ALFONSO UGARTE, SUB LOTE 30H-C FUNDO LA ESTRELLA",ATE,"AV. NICOLAS DE PIEROLA, ATE, LIMA, PERU",-12.025203,-76.893734,3,highway,tertiary,"Avenida Nicolas de Pierola, Cooperativa Manilsa, Santa Clara, Ate, Lima, Lima Metropolitana, Lima, 15487, Perú"
18289,ESQUINA AV. PASEO DE LA REPUBLICA CON AV. ISABEL LA CATOLICA S/N,LA VICTORIA,"ESQUINA AV. PASEO DE LA REPUBLICA CON AV. ISABEL LA CATOLICA, LA VICTORIA, LIMA, PERU",,,0,,,
18297,ASOCIACION PRO VIVIENDA LAS VIOLETAS MZ. S LT. 2,SAN JUAN DE LURIGANCHO,"ASOCIACION PRO VIVIENDA LAS VIOLETAS MZ. S LT. 2, SAN JUAN DE LURIGANCHO, LIMA, PERU",,,0,,,
18307,AV. PROLONGACION IQUITOS CDRA. 25 S/N.,LINCE,"AV. PROLONGACION IQUITOS CDRA. 25, LINCE, LIMA, PERU",,,0,,,
18345,AV. ELMER FAUCETT ESQUINA CON AV. TOMAS VALLE S/N,CALLAO,"AV. ELMER FAUCETT ESQUINA CON AV. TOMAS VALLE, CALLAO, LIMA, PERU",,,0,,,
18351,AV. REPUBLICA DE PANAMA  Nº 3690 - 3696,SAN ISIDRO,"AV. REPUBLICA DE PANAMA 3690 - 3696, SAN ISIDRO, LIMA, PERU",-12.093251,-77.022626,1,highway,primary,"Avenida República de Panamá, Santa Ana, San Isidro, Lima, Lima Metropolitana, Lima, 15036, Perú"
18385,AV. PAUL POBLET LIND MZ. 37 LOTE 1,PACHACAMAC,"AV. PAUL POBLET LIND MZ. 37 LOTE 1, PACHACAMAC, LIMA, PERU",,,0,,,
18401,AV. 28 DE JULIO 159. ESQUINA CON AV. BRASIL,LIMA,"AV. 28 DE JULIO 159, LIMA, LIMA, PERU",-12.065342,-77.044759,2,place,house,"159, Avenida 28 de Julio, Jesús María, Lima, Lima Metropolitana, Lima, 15083, Perú"
184105,AV. JAVIER PRADO ESTE N° 1059,LA VICTORIA,"AV. JAVIER PRADO ESTE 1059, LA VICTORIA, LIMA, PERU",-12.090323,-77.020404,1,highway,secondary,"Avenida Javier Prado Este, La Victoria, Lima, Lima Metropolitana, Lima, 15033, Perú"
18413,CRUCE AV. TOMAS VALLE Y ELMER FAUCETT,CALLAO,"AV. TOMAS VALLE, CALLAO, LIMA, PERU",-12.012173,-77.092721,3,highway,primary,"Avenida Tomás Valle, Urbanización Vipol, Bocanegra, Callao, Lima Metropolitana, Callao, 07036, Perú"
18429,AV. PASEO DE LA REPUBLICA Nº 3890 CON AV. ARAMBURU,SAN ISIDRO,"AV. PASEO DE LA REPUBLICA 3890, SAN ISIDRO, LIMA, PERU",-12.09407,-77.023465,2,highway,primary,"Avenida Paseo de la República, Santa Ana, San Isidro, Lima, Lima Metropolitana, Lima, 15036, Perú"
18440,"AV. MEXICO 700, ESQUINA CALLE JUAN CASTRO",LA VICTORIA,"AV. MEXICO 700, LA VICTORIA, LIMA, PERU",-12.076707,-77.028203,2,highway,primary,"Avenida México, Urbanización Balconcillo, La Victoria, Lima, Lima Metropolitana, Lima, 15046, Perú"
18501,"ESQ. AV. ENCALADA CON AV. HUANCARAMA (EX AV. FERROCARRIL) MZ. A3 LTS. 12 Y 13, URB. LAS PRADERAS",SANTA ANITA,"ESQ. AV. ENCALADA CON AV. HUANCARAMA MZ. A3 LTS. 12 Y 13, SANTA ANITA, LIMA, PERU",,,0,,,
18533,"AV. CHINCHAYSUYO Nº 402 - 404, URB. TAHUANTINSUYO",INDEPENDENCIA,"AV. CHINCHAYSUYO 402 - 404, INDEPENDENCIA, LIMA, PERU",-11.977999,-77.051273,1,highway,secondary,"Avenida Chinchaysuyo, Urbanización Túpac Amaru, Tahuantinsuyo, Independencia, Lima, Lima Metropolitana, Lima, 15332, Perú"
18550,"AV. ALAMEDA SUR INTERSECCIÓN CON LA AV. SAN MARCOS TERCERA ETAPA, SECTOR 2, MZ. C3-1, LT. 1",CHORRILLOS,"AV. ALAMEDA SUR, CHORRILLOS, LIMA, PERU",-12.201443,-77.014423,1,highway,secondary,"Avenida Alameda Sur, Bello Horizonte, Los Cedros, Chorrillos, Lima, Lima Metropolitana, Lima, 15067, Perú"
18553,AV. ELMER FAUCETT N° 377,CARMEN DE LA LEGUA REYNOSO,"AV. ELMER FAUCETT 377, CARMEN DE LA LEGUA REYNOSO, LIMA, PERU",-12.039649,-77.099132,1,highway,trunk,"Avenida Elmer Faucett, 22 de Octubre, Carmen de la Legua Reynoso, Carmen de La Legua-Reynoso, Callao, Lima Metropolitana, Callao, 07006, Perú"
18555,"AV. SEPARADORA INDUSTRIAL N° 3085, URB. MAYORAZGO CHICO, MZ. N, LOTES 7, 8, 9, 10, 11, 12, 13, 14, 15, 16 Y 17",ATE,"AV. SEPARADORA INDUSTRIAL 3085, ATE, LIMA, PERU",-12.048989,-76.939137,1,highway,secondary,"Avenida Separadora Industrial, Mayorazgo, Ate, Lima, Lima Metropolitana, Lima, 00051, Perú"
18558,"AV. ALFREDO MENDIOLA S/N, ALTURA KM. 21.5 CARRETERA PANAMERICANA NORTE",SAN MARTIN DE PORRES,"AV. ALFREDO MENDIOLA, SAN MARTIN DE PORRES, LIMA, PERU",-12.024272,-77.058568,1,highway,secondary,"Avenida Alfredo Mendiola, Palao, San Martín de Porres, Lima, Lima Metropolitana, Lima, 15102, Perú"
18567,AV. JOSE GALVEZ BARRENECHEA N° 520,SAN ISIDRO,"AV. JOSE GALVEZ BARRENECHEA 520, SAN ISIDRO, LIMA, PERU",-12.091019,-77.013942,1,highway,secondary,"Avenida José Gálvez Barrenechea, San Isidro, Lima, Lima Metropolitana, Lima, 15036, Perú"
18569,AV. ELMER FAUCETT Nº 5482,CALLAO,"AV. ELMER FAUCETT 5482, CALLAO, LIMA, PERU",-12.062458,-77.097096,1,highway,primary,"Avenida Elmer Faucett, Condominio Nuevavista, Bellavista, Callao, Lima Metropolitana, Callao, 06011, Perú"
18571,"AV. UNIVERSITARIA N° 9957, MZ-A1, LT 4, 5, 6 Y 7 - URB. LA ALBORADA - SEGUNDA ETAPA",COMAS,"AV. UNIVERSITARIA 9957, COMAS, LIMA, PERU",-11.937545,-77.057914,2,highway,primary,"Avenida Universitaria, Santa Luzmila, Comas, Lima, Lima Metropolitana, Lima, 15314, Perú"
18574,AV. JAVIER PRADO OESTE Nº 900-944-950-956. ESQUINA CON AV. JUAN DE ALIAGA,MAGDALENA DEL MAR,"AV. JAVIER PRADO OESTE 900, MAGDALENA DEL MAR, LIMA, PERU",-12.093354,-77.059401,2,highway,primary,"Avenida Javier Prado Oeste, Magdalena, Magdalena del Mar, Lima, Lima Metropolitana, Lima, 15076, Perú"
18622,MALECON SAN MARTIN N° 873                                                                           ,ANCON,"MALECON SAN MARTIN 873, ANCON, LIMA, PERU",-11.775961,-77.179934,1,highway,footway,"Malecon San Martín, Ancón, Lima, Lima Metropolitana, Lima, 15123, Perú"
18639,AV. REPÚBLICA DE PANAMÁ N° 5160 ,SURQUILLO,"AV. REPÚBLICA DE PANAMÁ 5160, SURQUILLO, LIMA, PERU",-12.105683,-77.018578,1,highway,primary,"Avenida República de Panamá, El Aeropuerto, Surquillo, Lima, Lima Metropolitana, Lima, 15000, Perú"
186433,"LOTE 4, MZ. C PARCELA I, DEL PARQUE INDUSTRIAL DEL CONO SUR, FRENTE AV. PACHACUTEC",VILLA EL SALVADOR,"LOTE 4, MZ. C PARCELA I, DEL PARQUE INDUSTRIAL DEL CONO SUR, VILLA EL SALVADOR, LIMA, PERU",,,0,,,
18666,"ESQUINA DE LA AV. CANTA CALLAO Y LOS DOMINICOS MZ. E LOTE 7, URB. LAS BRISAS DE SANTA ROSA",SAN MARTIN DE PORRES,"AV. CANTA CALLAO, SAN MARTIN DE PORRES, LIMA, PERU",-11.984776,-77.100044,3,highway,secondary,"Avenida Canta Callao, Santa Rosa, San Martín de Porres, Lima, Lima Metropolitana, Lima, 15109, Perú"
186660,"AV. CORDIALIDAD CON AV. PROCERES DE HUANDOY, MZ. BBB-2, LT. 25, URB. LA FLORESTA",LOS OLIVOS,"AV. CORDIALIDAD CON AV. PROCERES DE HUANDOY, MZ. BBB-2, LT. 25, LOS OLIVOS, LIMA, PERU",,,0,,,
18687,AV. ANDRES AVELINO CACERES N° 120 ESQ. CON AV. RICARDO PALMA,MIRAFLORES,"AV. ANDRES AVELINO CACERES 120, MIRAFLORES, LIMA, PERU",-12.154106,-76.965876,2,highway,residential,"Avenida Andres Avelino Caceres, El Arenal, San Juan de Miraflores, Lima, Lima Metropolitana, Lima, 15801, Perú"
18704,"AV. CARLOS  IZAGUIRRE  MZ. D LTES. 4, 5 Y 6.  URBANIZACION CALIFORNIA         ",SAN MARTIN DE PORRES,"AV. CARLOS IZAGUIRRE, SAN MARTIN DE PORRES, LIMA, PERU",-11.990966,-77.093744,3,amenity,place_of_worship,"Iglesia Cristiana Pentecostal del Peru, Avenida Carlos Alberto Izaguirre, Santa Rosa, San Martín de Porres, Lima, Lima Metropolitana, Lima, 15109, Perú"
18818,ESQ. AV. SAN BORJA NORTE N° 1415 Y AV. PASEO DEL BOSQUE N° 806,SAN BORJA,"AV. SAN BORJA NORTE 1415, SAN BORJA, LIMA, PERU",-12.093416,-76.998859,2,highway,secondary,"Avenida San Borja Norte, San Borja, Lima, Lima Metropolitana, Lima, 15041, Perú"
18819,AV. PASEO DE LA REPUBLICA N° 301,LA VICTORIA,"AV. PASEO DE LA REPUBLICA 301, LA VICTORIA, LIMA, PERU",-12.061287,-77.03452,1,place,house,"301, Avenida Paseo de la República, La Victoria, Lima, Lima Metropolitana, Lima, 15083, Perú"
18820,AV. COMANDANTE ESPINAR Nº 585 ESQUINA CON LA AV. ANGAMOS,MIRAFLORES,"AV. COMANDANTE ESPINAR 585, MIRAFLORES, LIMA, PERU",-12.111093,-77.036805,2,highway,secondary,"Avenida Comandante Espinar, América, Miraflores, Lima, Lima Metropolitana, Lima, 15074, Perú"
18821,AV. BENAVIDES N° 2849,MIRAFLORES,"AV. BENAVIDES 2849, MIRAFLORES, LIMA, PERU",-12.120924,-77.030229,1,highway,secondary,"Avenida Diagonal, Miraflores, Lima, Lima Metropolitana, Lima, 15074, Perú"
18822,AV. REPUBLICA DE ARGENTINA N° 2501  2505 CON JR. LEONARDO ARRIETA N° 760 - 786,LIMA,"AV. REPUBLICA DE ARGENTINA 2501, LIMA, LIMA, PERU",-12.043856,-77.050946,2,highway,tertiary,"Avenida República de Argentina, Lima, Lima Metropolitana, Lima, 15079, Perú"
18824,"AV. TINGO MARIA N° 994, ESQUINA CON AV. REPUBLICA DE VENEZUELA N° 1820",LIMA,"AV. TINGO MARIA 994, LIMA, LIMA, PERU",-12.143009,-76.945611,2,highway,residential,"Avenida Tingo María, Vallecito, Villa María del Triunfo, Lima, Lima Metropolitana, Lima, 15088, Perú"
18825,JR. JORGE CHAVEZ 1087 ESQ. JR. OLMEDO N° 498                                                        ,BREÑA,"JR. JORGE CHAVEZ 1087 ESQ. JR. OLMEDO 498, BREÑA, LIMA, PERU",,,0,,,
18826,"LOTE 2-3 DE LA MANZANA V, URBANIZACIÓN PRO-SÉTIMO SECTOR - PARCELA A",SAN MARTIN DE PORRES,"LOTE 2-3 DE LA MANZANA V, SAN MARTIN DE PORRES, LIMA, PERU",,,0,,,
18827,"AV. SAN JUAN, MZ A, LOTE 3A, PAMPA LIBRE, KM. 1.5, CARRETERA AL CENTRO NUCLEAR DE HUARANGAL",PUENTE PIEDRA,"AV. SAN JUAN, PUENTE PIEDRA, LIMA, PERU",-11.856918,-77.084465,3,highway,secondary,"Avenida San Juan, Puente Piedra, Lima, Lima Metropolitana, Lima, 15118, Perú"
18828,AV. SAN JUAN MZ. B-1 LT. 01- TUPAC AMARU DE VILLA,CHORRILLOS,"AV. SAN JUAN, CHORRILLOS, LIMA, PERU",-12.197613,-76.977851,3,highway,secondary,"Avenida San Juan, Las Brisas de Villa, Chorrillos, Lima, Lima Metropolitana, Lima, 15829, Perú"
