visitId;fullVisitorId;date;visitStartTime;channelGrouping;source;medium;deviceCategory;browser;operatingSystem;isMobile;continent;country;city;transactionRevenue;sessionDuration;pageViews;visitNumber;isReturningVisitor;firstVisitDate
1556824;7479928691;20230323;1679580398;Direct;bing;(none);tablet;Edge;Macintosh;True;Americas;Australia;São Paulo;0;802;1;1;False;20230202
2798563;9134759402;20231204;1701665408;Display;facebook;referral;desktop;Safari;Linux;False;Americas;India;Sydney;0;129;3;4;True;20230325
6181165;3539905634;20231107;1699370897;Social;google;email;desktop;Firefox;Linux;True;Oceania;Brazil;New York;19223;260;4;3;True;20231106
7262163;5349577907;20231014;1697293293;Organic Search;bing;organic;mobile;Firefox;Linux;False;Oceania;Germany;Berlin;0;920;6;1;False;20230120
2775625;7705684373;20230303;1677801739;Organic Search;google;organic;tablet;Safari;Windows;False;Americas;Germany;Sydney;0;727;10;1;False;20230105
8826124;9921290163;20230903;1693772729;Organic Search;bing;organic;desktop;Firefox;iOS;True;Africa;Germany;Madrid;0;854;10;2;True;20230728
3527780;8542445042;20230413;1681347131;Direct;newsletter;organic;desktop;Edge;Android;False;Asia;India;Madrid;10335;744;8;5;True;20230409
1198069;2326379666;20231104;1699076502;Paid Search;direct;cpc;mobile;Edge;iOS;True;Asia;USA;Mumbai;3293;159;4;5;True;20230123
1772981;5207239357;20231101;1698861941;Direct;google;email;tablet;Safari;Windows;False;Oceania;Germany;Berlin;16021;1164;1;3;True;20230823
7917009;5934042159;20231017;1697565391;Social;youtube;email;mobile;Chrome;Macintosh;False;Americas;Australia;New York;0;531;6;5;True;20231017
3720256;7099287128;20230901;1693545802;Email;google;(none);tablet;Firefox;Android;False;Africa;Brazil;New York;0;479;7;5;True;20230418
3994861;7965011438;20230217;1676611335;Referral;direct;cpc;tablet;Safari;Linux;False;Americas;USA;São Paulo;6126;1095;6;2;True;20230205
5951621;1686729756;20230302;1677790797;Social;direct;referral;desktop;Opera;Macintosh;True;Americas;Australia;São Paulo;3751;377;9;4;True;20230102
7702314;5325250349;20230618;1687068234;Paid Search;youtube;cpc;desktop;Safari;Android;False;Oceania;Brazil;São Paulo;0;82;10;5;True;20230120
8305490;6324002296;20230926;1695732309;Social;facebook;cpc;desktop;Edge;iOS;False;Oceania;India;São Paulo;9390;666;7;2;True;20230812
1141874;2169775586;20230704;1688487976;Display;facebook;organic;mobile;Safari;iOS;True;Africa;Germany;New York;3908;405;4;2;True;20230420
7738152;7591101293;20231024;1698168474;Social;newsletter;email;tablet;Edge;Linux;True;Asia;Brazil;Sydney;0;1141;10;2;True;20230824
7763152;3656650626;20230912;1694486439;Direct;facebook;email;tablet;Opera;Macintosh;True;Africa;Brazil;São Paulo;12129;910;6;1;False;20230205
1592221;6344299493;20230307;1678209875;Paid Search;newsletter;organic;tablet;Safari;Android;False;Americas;Australia;São Paulo;18897;1057;7;5;True;20230306
9816427;1134252637;20230125;1674683731;Referral;direct;(none);tablet;Opera;Android;False;Oceania;Australia;New York;0;785;2;3;True;20230117
7463866;6379479279;20230103;1672784573;Referral;direct;cpc;desktop;Edge;Android;True;Oceania;Germany;Madrid;10977;1087;9;5;True;20221228
9226866;8432105272;20230414;1681486414;Email;newsletter;(none);tablet;Chrome;Macintosh;True;Europe;Spain;New York;0;364;4;5;True;20230212
7918817;7429258613;20230826;1693037168;Display;direct;email;desktop;Firefox;Windows;False;Oceania;Spain;Mumbai;0;751;8;2;True;20221222
4109784;7083449695;20230822;1692725102;Direct;youtube;(none);mobile;Edge;Linux;True;Africa;Brazil;Berlin;0;873;10;1;False;20230210
7049388;2592214703;20230202;1675340668;Direct;google;email;desktop;Edge;Windows;True;Europe;USA;Madrid;0;649;8;1;False;20230102
5487919;7457718995;20231115;1700067580;Display;youtube;referral;tablet;Chrome;Windows;True;Europe;Spain;Sydney;19810;1077;2;1;False;20230930
3833066;1240410247;20230911;1694425839;Direct;facebook;organic;mobile;Firefox;Windows;False;Europe;Brazil;São Paulo;13626;56;7;5;True;20230816
7170167;8231789131;20230621;1687391304;Referral;youtube;(none);desktop;Safari;Linux;False;Europe;Germany;Mumbai;0;931;1;2;True;20230305
9698148;3281781858;20231016;1697460747;Referral;direct;organic;tablet;Opera;Android;False;Americas;Brazil;New York;9030;824;2;1;False;20230330
4133871;4131231617;20231229;1703874741;Direct;bing;organic;desktop;Opera;Android;True;Africa;USA;Berlin;2425;849;7;3;True;20230310
1377464;4798816796;20230803;1691027111;Email;direct;(none);desktop;Safari;iOS;False;Oceania;Spain;São Paulo;15466;408;3;4;True;20230605
2637888;7217400256;20231105;1699220781;Referral;google;(none);desktop;Chrome;Windows;True;Europe;Germany;Berlin;0;492;8;3;True;20231002
8297017;5350826378;20230429;1682787888;Social;facebook;organic;tablet;Firefox;Android;False;Oceania;Brazil;Mumbai;0;424;8;1;False;20230126
3572145;2908598722;20230319;1679209407;Email;facebook;referral;desktop;Safari;Macintosh;True;Americas;Australia;Mumbai;2353;306;3;5;True;20221203
9132498;3625858802;20230821;1692606269;Organic Search;bing;(none);mobile;Safari;Windows;True;Asia;Brazil;Sydney;0;690;7;2;True;20230108
4934628;6078265514;20230615;1686840735;Display;youtube;(none);desktop;Firefox;Windows;False;Americas;Brazil;Sydney;0;622;8;4;True;20221206
2893517;6502237534;20231027;1698435235;Direct;youtube;email;desktop;Chrome;iOS;True;Europe;USA;Sydney;0;277;3;5;True;20230207
5626478;3405100971;20230621;1687353479;Email;bing;referral;mobile;Chrome;Windows;True;Europe;Germany;Sydney;0;750;3;2;True;20230225
7170419;6404194556;20230524;1684906168;Direct;bing;referral;mobile;Chrome;Macintosh;False;Europe;India;Mumbai;17259;468;9;5;True;20230413
7939754;9521050145;20230413;1681386488;Social;facebook;(none);mobile;Opera;Windows;True;Americas;Germany;Berlin;0;603;5;4;True;20230201
5135546;2388309220;20230522;1684740056;Social;direct;referral;desktop;Safari;Linux;False;Europe;Spain;Mumbai;0;919;2;1;False;20230330
8342768;7835061156;20231127;1701079939;Social;google;referral;tablet;Opera;Macintosh;True;Africa;Australia;Madrid;0;246;2;5;True;20230419
4185123;9897915188;20230208;1675819758;Direct;youtube;organic;mobile;Chrome;Linux;True;Americas;India;São Paulo;0;1146;4;2;True;20230117
7184561;3109562660;20230507;1683470711;Organic Search;direct;cpc;desktop;Edge;Macintosh;True;Americas;Brazil;Mumbai;6646;461;8;4;True;20230223
1753509;1097200593;20230211;1676074075;Referral;google;email;desktop;Opera;Linux;True;Europe;India;Mumbai;0;196;8;3;True;20230126
7443103;1839613551;20230930;1696080126;Email;direct;referral;tablet;Safari;Android;True;Asia;Australia;Sydney;7861;191;7;3;True;20230328
2980742;9490228672;20230615;1686805658;Paid Search;bing;referral;mobile;Safari;Linux;False;Africa;India;Mumbai;0;181;10;3;True;20230605
3058854;9895864525;20230721;1689957623;Email;youtube;organic;tablet;Edge;iOS;True;Oceania;India;Sydney;0;111;7;4;True;20230716
1156141;3554103951;20230722;1690011127;Paid Search;facebook;(none);desktop;Safari;iOS;False;Asia;USA;São Paulo;0;551;7;1;False;20230410
6284580;1327935169;20231002;1696241373;Organic Search;youtube;organic;mobile;Opera;Android;True;Oceania;India;New York;0;936;6;5;True;20221224
6906768;3360462450;20230717;1689558307;Social;facebook;referral;desktop;Firefox;Macintosh;False;Asia;Spain;São Paulo;0;378;6;1;False;20230509
7071985;8592925019;20230604;1685877657;Organic Search;facebook;referral;mobile;Chrome;iOS;True;Africa;Brazil;Madrid;0;174;3;2;True;20230124
5620407;1770949995;20231014;1697310738;Email;youtube;(none);tablet;Chrome;Windows;False;Africa;Australia;Madrid;3211;967;3;4;True;20230115
7978125;4689638464;20230621;1687340774;Social;direct;organic;tablet;Edge;Android;False;Oceania;Spain;Mumbai;0;200;7;2;True;20230216
4206463;4457228919;20230803;1691026118;Email;bing;referral;desktop;Chrome;iOS;True;Europe;India;Sydney;0;668;2;4;True;20221221
3288276;9634182759;20230714;1689296540;Referral;youtube;email;mobile;Safari;Linux;True;Africa;Brazil;New York;0;962;10;2;True;20230420
2284956;7208650828;20230117;1673994659;Organic Search;direct;(none);desktop;Edge;Windows;False;Asia;Germany;New York;0;215;5;3;True;20221212
7322130;2410350247;20230630;1688143065;Display;google;email;tablet;Safari;Linux;False;Americas;Spain;Mumbai;0;34;2;2;True;20230115
2698523;3672730694;20231215;1702650891;Direct;bing;(none);tablet;Firefox;Android;False;Oceania;Germany;Madrid;0;358;5;4;True;20231111
7083318;5079349090;20230925;1695645669;Organic Search;google;email;desktop;Edge;Windows;True;Africa;Brazil;Madrid;0;547;2;3;True;20230703
6605550;7894555811;20230518;1684382143;Referral;direct;cpc;desktop;Firefox;Macintosh;True;Europe;Brazil;São Paulo;0;501;8;5;True;20230101
3483961;3455272442;20231016;1697426794;Display;newsletter;email;mobile;Edge;iOS;False;Europe;USA;São Paulo;0;748;2;4;True;20230314
5774348;1794217900;20230215;1676423753;Email;youtube;cpc;desktop;Firefox;Windows;False;Oceania;Germany;Mumbai;0;1178;7;4;True;20230207
5059452;1559307383;20230226;1677388230;Organic Search;bing;(none);desktop;Chrome;Windows;False;Europe;Australia;São Paulo;0;515;4;2;True;20230119
1313067;6147221059;20230803;1691026589;Social;youtube;(none);tablet;Opera;iOS;False;Americas;India;Berlin;4938;649;1;5;True;20230610
6812533;6066678751;20230308;1678311821;Paid Search;direct;referral;mobile;Chrome;Macintosh;True;Asia;Germany;New York;0;48;4;1;False;20230116
1957305;4245013431;20230607;1686164608;Paid Search;direct;referral;desktop;Safari;iOS;True;Oceania;Brazil;Sydney;0;976;6;5;True;20230214
6093591;1404528037;20230318;1679144071;Paid Search;bing;referral;mobile;Opera;Macintosh;True;Africa;India;Mumbai;0;796;6;3;True;20230111
8611196;3397753348;20230710;1689032747;Social;facebook;organic;mobile;Opera;Windows;False;Asia;Germany;Berlin;0;59;10;1;False;20230609
7933427;4608127279;20230123;1674462959;Referral;direct;cpc;mobile;Safari;Windows;False;Africa;India;São Paulo;0;784;9;3;True;20230118
5316772;2449969985;20230914;1694676852;Direct;youtube;referral;tablet;Firefox;Android;True;Asia;Spain;Madrid;0;486;10;4;True;20230109
6207111;3656846805;20231007;1696672027;Email;newsletter;email;desktop;Firefox;Windows;False;Oceania;Germany;Sydney;0;1185;4;4;True;20230930
9876202;2331634787;20230925;1695622773;Email;newsletter;cpc;desktop;Firefox;Macintosh;False;Americas;Australia;Madrid;0;1048;1;4;True;20230526
5367589;7394747966;20231223;1703351649;Organic Search;bing;cpc;tablet;Edge;Windows;False;Asia;Brazil;Berlin;10165;375;1;2;True;20230125
5393145;3510565934;20230205;1675640421;Display;bing;email;mobile;Firefox;iOS;False;Europe;Brazil;Mumbai;0;602;10;4;True;20221213
1121826;3236118552;20231223;1703364936;Paid Search;google;organic;tablet;Chrome;Linux;True;Europe;India;Madrid;3146;819;3;3;True;20231217
4688834;6621036210;20230402;1680464466;Display;facebook;email;mobile;Edge;Windows;False;Africa;Spain;Madrid;0;922;4;5;True;20230325
2255405;1476480333;20231022;1697959091;Referral;google;cpc;tablet;Chrome;iOS;False;Americas;Brazil;New York;0;845;2;4;True;20230528
6780114;7537149203;20230722;1690069263;Email;facebook;cpc;desktop;Chrome;Windows;False;Oceania;Germany;Madrid;0;541;6;4;True;20230501
2645051;7952354070;20230306;1678088462;Paid Search;youtube;(none);tablet;Safari;Macintosh;True;Oceania;Germany;Madrid;0;319;2;4;True;20221209
8858746;7295780143;20230622;1687452382;Email;youtube;organic;tablet;Firefox;Android;False;Asia;Australia;Sydney;0;140;10;4;True;20230127
9834657;9372685916;20231104;1699056752;Social;facebook;organic;mobile;Safari;Macintosh;True;Africa;Australia;Madrid;0;964;10;1;False;20230829
4293608;8470343404;20230706;1688655975;Organic Search;google;(none);desktop;Chrome;Macintosh;True;Europe;India;New York;0;961;5;4;True;20230507
3450884;8392048128;20230902;1693635043;Social;direct;referral;desktop;Safari;Windows;False;Africa;India;Madrid;0;962;8;1;False;20230203
5691600;5059237192;20230330;1680184344;Display;youtube;(none);desktop;Firefox;Android;False;Europe;Germany;Berlin;0;423;6;4;True;20230119
5102602;6520503028;20231220;1703052055;Display;direct;cpc;mobile;Firefox;iOS;False;Americas;Germany;Sydney;0;1026;7;5;True;20230513
3368824;8192551400;20230303;1677869354;Referral;direct;cpc;tablet;Chrome;Windows;False;Oceania;India;Mumbai;0;1032;10;1;False;20221207
4999174;6078616972;20230211;1676098185;Referral;google;cpc;desktop;Firefox;Linux;False;Americas;Germany;New York;0;145;9;5;True;20221218
4449044;6274281350;20230804;1691149065;Paid Search;facebook;organic;desktop;Chrome;Macintosh;False;Americas;Spain;New York;0;680;2;1;False;20230515
6909165;2726278078;20230127;1674786200;Email;newsletter;cpc;tablet;Safari;Windows;True;Oceania;India;Madrid;0;420;8;2;True;20230114
3195772;1129374945;20231009;1696854009;Direct;bing;cpc;mobile;Safari;Android;False;Americas;USA;Mumbai;7979;122;10;3;True;20230130
1365011;1886663506;20230508;1683536571;Paid Search;youtube;(none);desktop;Safari;Android;True;Oceania;Brazil;Berlin;0;505;8;2;True;20230423
9349411;1994045907;20231030;1698660891;Paid Search;direct;(none);tablet;Edge;Linux;False;Oceania;Spain;Madrid;0;593;7;2;True;20230308
2457459;1292935320;20230817;1692293238;Direct;facebook;email;tablet;Edge;Android;True;Americas;Brazil;Madrid;11640;830;7;4;True;20230509
3302053;8933391130;20230719;1689754233;Social;google;referral;tablet;Chrome;Macintosh;False;Africa;USA;São Paulo;0;730;3;2;True;20230605
9223152;6982931379;20230728;1690537009;Organic Search;bing;(none);desktop;Opera;Linux;True;Europe;Spain;Madrid;0;553;9;1;False;20230221
9713158;3222411351;20230611;1686509350;Organic Search;direct;cpc;mobile;Edge;Macintosh;False;Americas;USA;São Paulo;0;660;3;4;True;20230321
1040315;6359303502;20231220;1703073602;Paid Search;newsletter;email;mobile;Safari;iOS;True;Oceania;Germany;São Paulo;3633;720;1;3;True;20230219
5814952;6020805261;20231112;1699753161;Referral;direct;email;desktop;Opera;iOS;True;Oceania;Australia;Mumbai;16227;1093;10;5;True;20231031
7457751;5020724054;20230211;1676146612;Paid Search;youtube;cpc;tablet;Chrome;iOS;True;Africa;Spain;Berlin;4610;309;6;3;True;20230103
6058590;6231117842;20231009;1696891222;Direct;google;(none);desktop;Edge;iOS;True;Americas;Germany;Sydney;0;1059;7;4;True;20230128
3858231;6704983182;20230202;1675323836;Direct;bing;organic;desktop;Chrome;Linux;False;Oceania;India;São Paulo;3896;247;4;2;True;20230101
8051916;2496410085;20230204;1675475201;Referral;youtube;organic;tablet;Chrome;Android;True;Oceania;Spain;Sydney;0;455;6;4;True;20230103
2605492;2148552455;20230130;1675095418;Paid Search;google;organic;tablet;Opera;Android;True;Europe;Australia;Berlin;0;758;3;5;True;20221204
9194196;3634637591;20230706;1688610904;Organic Search;youtube;organic;tablet;Edge;Macintosh;True;Oceania;Brazil;São Paulo;0;1100;1;1;False;20221229
8910528;8149168589;20230928;1695934780;Social;newsletter;cpc;desktop;Edge;Macintosh;True;Oceania;Brazil;Berlin;0;1096;4;4;True;20230919
7955222;9349574283;20230829;1693352432;Organic Search;direct;email;desktop;Opera;iOS;False;Europe;India;Berlin;16489;204;1;2;True;20230513
8892610;7399791853;20230718;1689715499;Referral;youtube;email;desktop;Chrome;Macintosh;False;Asia;Spain;Madrid;4833;541;3;1;False;20230526
7623433;3279526236;20231109;1699538338;Referral;google;cpc;tablet;Chrome;iOS;False;Americas;India;São Paulo;0;328;2;2;True;20230914
5484846;5458468155;20230916;1694834977;Paid Search;youtube;referral;desktop;Safari;Android;False;Europe;Spain;Berlin;0;1042;2;5;True;20230621
5964248;1386356635;20230410;1681107002;Display;bing;(none);mobile;Edge;Linux;False;Africa;Spain;Mumbai;1019;1114;1;3;True;20230209
7080111;2604038302;20230713;1689249824;Direct;youtube;organic;mobile;Opera;Windows;True;Oceania;India;Berlin;12246;407;8;5;True;20230410
5535497;1431175739;20230117;1673922617;Referral;google;email;desktop;Edge;iOS;True;Asia;USA;New York;0;272;3;3;True;20221208
8906359;4533585836;20230707;1688742394;Paid Search;newsletter;organic;desktop;Chrome;Android;True;Americas;India;São Paulo;0;829;9;2;True;20230408
7664029;1934832598;20231007;1696707415;Email;youtube;email;mobile;Opera;Windows;True;Asia;Brazil;Madrid;0;968;5;3;True;20230606
9647825;7378256627;20230418;1681795374;Organic Search;facebook;email;tablet;Firefox;iOS;True;Europe;Brazil;Berlin;19860;36;9;4;True;20230106
9123125;2669966625;20230316;1678976425;Direct;youtube;referral;desktop;Safari;Android;False;Asia;USA;Sydney;0;675;1;3;True;20221226
9361467;2388827386;20230501;1682956752;Email;youtube;organic;mobile;Safari;iOS;True;Europe;Australia;Sydney;3021;373;5;4;True;20230115
8995512;5081140914;20230903;1693755010;Social;youtube;email;mobile;Edge;Linux;True;Africa;Brazil;Sydney;0;471;9;5;True;20230629
3956387;7818855399;20230925;1695642672;Direct;facebook;referral;desktop;Opera;Windows;False;Oceania;USA;New York;0;1151;4;2;True;20230520
6499499;3291729268;20230816;1692150665;Referral;newsletter;referral;tablet;Safari;iOS;True;Asia;Brazil;Sydney;0;820;9;3;True;20230212
6101336;1281999243;20230609;1686351514;Display;google;referral;mobile;Opera;Macintosh;False;Asia;Germany;Madrid;0;689;9;2;True;20221209
1129916;6284911179;20230728;1690530487;Direct;newsletter;(none);mobile;Chrome;iOS;True;Americas;Germany;New York;0;15;3;3;True;20230606
8839325;2674476705;20230214;1676381232;Referral;facebook;cpc;tablet;Firefox;Windows;False;Americas;Germany;Berlin;0;192;8;3;True;20221211
4609952;2899419680;20231220;1703038339;Referral;youtube;(none);tablet;Firefox;Macintosh;False;Asia;India;New York;9836;123;10;3;True;20230205
8543828;8386301417;20230919;1695166137;Direct;direct;referral;tablet;Safari;Windows;True;Europe;Australia;Berlin;0;1094;1;5;True;20230407
5486196;1260549321;20230128;1674906529;Organic Search;newsletter;referral;mobile;Opera;Windows;True;Europe;Germany;São Paulo;2658;1196;8;2;True;20230109
3980887;2635882299;20230305;1678004774;Email;youtube;(none);desktop;Opera;Macintosh;True;Europe;USA;Berlin;0;1144;8;4;True;20221211
5888318;3373373670;20230706;1688607470;Social;bing;(none);desktop;Firefox;Windows;True;Oceania;Spain;São Paulo;15726;33;10;5;True;20230213
4693831;3846492514;20230421;1682073248;Paid Search;google;organic;tablet;Firefox;iOS;True;Oceania;Brazil;São Paulo;0;665;9;2;True;20230129
3229381;5667715320;20230721;1689913919;Organic Search;bing;organic;mobile;Safari;Macintosh;False;Europe;Germany;Sydney;8151;960;8;5;True;20221227
6968690;9231112655;20230110;1673311742;Display;facebook;referral;mobile;Safari;Windows;False;Europe;Brazil;Sydney;0;598;7;2;True;20221217
3438197;8278475134;20230206;1675670525;Display;bing;referral;mobile;Chrome;Macintosh;True;Asia;Spain;São Paulo;0;540;2;5;True;20230127
8014149;1430109681;20230205;1675641206;Referral;direct;cpc;tablet;Chrome;Linux;True;Oceania;Germany;Berlin;0;662;10;2;True;20230120
1409515;9702631219;20231006;1696583264;Display;bing;cpc;tablet;Safari;Windows;False;Asia;Brazil;Madrid;0;502;9;1;False;20230113
7054915;9384394793;20231023;1698101228;Email;bing;referral;tablet;Chrome;Windows;True;Americas;Australia;Mumbai;1982;823;8;3;True;20230501
9613825;2594593686;20230204;1675474285;Social;google;referral;tablet;Chrome;Android;True;Asia;USA;Mumbai;0;661;6;5;True;20221226
8641115;8420089604;20230527;1685181193;Display;bing;(none);mobile;Firefox;iOS;True;Europe;Spain;São Paulo;0;693;1;2;True;20230313
9307614;4376298874;20230911;1694401006;Display;bing;organic;desktop;Edge;iOS;False;Americas;Brazil;Mumbai;0;452;3;5;True;20230430
6422312;6001768514;20230908;1694209250;Referral;youtube;cpc;desktop;Edge;Linux;True;Americas;Australia;Sydney;0;1105;1;1;False;20230512
5560533;6319557282;20230106;1673003431;Direct;youtube;cpc;tablet;Edge;Macintosh;False;Americas;India;Sydney;7101;178;5;3;True;20221220
9676662;7430578064;20230312;1678612214;Direct;newsletter;organic;mobile;Chrome;Android;False;Oceania;Australia;Mumbai;0;1107;2;2;True;20230228
2941559;5348923853;20230826;1693051242;Organic Search;bing;organic;tablet;Safari;iOS;False;Europe;Australia;Berlin;0;540;2;2;True;20230822
6734543;7720040571;20230706;1688663407;Display;bing;referral;desktop;Chrome;Windows;True;Europe;Australia;Berlin;17325;1100;5;5;True;20221220
2568727;1226397605;20231024;1698155990;Display;facebook;(none);tablet;Chrome;iOS;True;Africa;Germany;Madrid;0;905;6;2;True;20230619
6367121;6838126242;20230818;1692341142;Display;facebook;referral;mobile;Firefox;Android;True;Oceania;USA;Berlin;12984;981;6;5;True;20230220
1553881;3959490774;20230529;1685396153;Referral;newsletter;email;mobile;Edge;Android;False;Asia;Spain;New York;16492;1152;3;3;True;20230116
1501804;2718309134;20230616;1686950845;Referral;youtube;cpc;mobile;Opera;Windows;False;Oceania;Germany;Berlin;0;810;3;4;True;20230328
2010722;6755205704;20230512;1683932498;Referral;bing;(none);tablet;Edge;Linux;True;Africa;Brazil;New York;0;900;5;3;True;20230222
1352505;7815041149;20230719;1689790466;Organic Search;google;cpc;tablet;Edge;Windows;True;Africa;Spain;Berlin;0;1068;8;5;True;20230111
7024001;6192083330;20231210;1702249453;Direct;bing;(none);tablet;Firefox;iOS;True;Asia;Brazil;New York;10124;164;9;2;True;20231116
9008316;6336463932;20230320;1679275519;Direct;youtube;(none);mobile;Firefox;Linux;False;Europe;Brazil;Sydney;0;373;3;3;True;20221214
7964632;5527378416;20230830;1693386339;Email;google;(none);tablet;Safari;Windows;False;Americas;Australia;New York;0;646;5;5;True;20230302
8656187;1621869145;20230815;1692078130;Organic Search;newsletter;email;tablet;Chrome;Macintosh;False;Asia;India;Madrid;0;835;3;1;False;20230707
8539892;7347639425;20230910;1694331763;Paid Search;google;referral;desktop;Firefox;iOS;True;Europe;India;Berlin;0;433;4;2;True;20230614
3096489;2142997049;20231204;1701651422;Social;direct;(none);desktop;Safari;Linux;True;Europe;Brazil;Sydney;0;318;7;3;True;20230924
2233497;7135030082;20230121;1674276055;Paid Search;youtube;referral;desktop;Safari;Android;False;Africa;Germany;Madrid;4873;1186;2;4;True;20221215
7053875;3931518056;20230731;1690815375;Email;newsletter;email;mobile;Edge;iOS;False;Europe;Germany;São Paulo;0;694;6;5;True;20230403
1476273;9050773406;20230915;1694742434;Email;newsletter;email;mobile;Opera;Android;True;Americas;USA;Sydney;0;962;6;2;True;20230719
1216819;7451464646;20230516;1684219743;Email;newsletter;organic;mobile;Safari;Android;True;Europe;USA;Madrid;4253;925;6;1;False;20230411
3120480;4662492468;20230602;1685684873;Organic Search;direct;(none);mobile;Firefox;Macintosh;True;Asia;Brazil;Sydney;0;84;6;1;False;20230208
9482908;8634392332;20231017;1697545797;Social;youtube;email;tablet;Firefox;Android;True;Americas;Germany;Sydney;0;968;9;2;True;20230817
2355141;2602859145;20230607;1686142636;Direct;newsletter;cpc;desktop;Firefox;Linux;True;Africa;Germany;Mumbai;3246;1134;4;4;True;20230330
3302281;6236533724;20230718;1689661610;Email;youtube;cpc;tablet;Opera;Android;True;Europe;Australia;Berlin;0;777;1;1;False;20230131
5709249;1872240967;20230217;1676624903;Paid Search;facebook;cpc;tablet;Safari;Windows;True;Americas;India;Madrid;0;855;10;3;True;20230212
9499965;2814109331;20230819;1692430624;Referral;newsletter;cpc;mobile;Chrome;iOS;False;Americas;USA;Mumbai;0;674;5;4;True;20230406
4006234;1141042454;20230617;1686971719;Direct;google;email;mobile;Chrome;Windows;True;Oceania;Spain;Berlin;0;657;2;3;True;20230228
4462668;7658732824;20230721;1689979331;Direct;google;referral;tablet;Edge;Macintosh;False;Asia;Germany;New York;0;99;7;4;True;20230613
1673562;2426758230;20231001;1696196046;Direct;google;organic;mobile;Opera;Linux;True;Europe;Germany;Madrid;0;906;8;1;False;20230109
1962101;1392363853;20231213;1702441899;Email;facebook;cpc;mobile;Safari;Windows;True;Europe;India;Sydney;0;108;1;5;True;20221219
9054555;2457132083;20231023;1698045076;Referral;youtube;(none);desktop;Chrome;Windows;False;Asia;Germany;Mumbai;0;1147;10;1;False;20231019
4080069;9650695215;20230425;1682411493;Social;direct;referral;tablet;Safari;Windows;True;Africa;Spain;Sydney;0;724;9;3;True;20230417
1857799;1171883121;20231207;1701990523;Paid Search;facebook;organic;desktop;Edge;iOS;False;Asia;Germany;Berlin;0;1153;2;3;True;20230124
4282669;8361960818;20231014;1697308811;Direct;newsletter;cpc;mobile;Safari;Linux;True;Oceania;Germany;Mumbai;0;458;7;3;True;20230825
6431962;1857879939;20231011;1697013286;Paid Search;bing;referral;mobile;Chrome;Linux;True;Americas;USA;Madrid;0;77;6;1;False;20230514
3003011;1781308865;20230727;1690478759;Email;facebook;referral;tablet;Safari;iOS;True;Africa;USA;Sydney;0;77;7;1;False;20230527
4361017;3583166919;20230503;1683098859;Social;newsletter;referral;desktop;Edge;iOS;True;Africa;Germany;Madrid;0;106;6;4;True;20230326
5217962;2978342224;20231017;1697584230;Direct;google;cpc;tablet;Opera;Linux;False;Americas;Spain;New York;1689;862;4;3;True;20230816
2165609;9846717181;20230709;1688873777;Direct;google;organic;tablet;Edge;Macintosh;False;Africa;Spain;Berlin;11546;705;5;4;True;20230521
2667770;1477080527;20230308;1678245756;Direct;direct;referral;desktop;Edge;Windows;True;Americas;Brazil;São Paulo;0;44;10;5;True;20230203
1682415;8708877420;20231211;1702310872;Paid Search;bing;email;tablet;Opera;iOS;False;Asia;USA;São Paulo;3216;944;5;5;True;20230130
5052427;3465742374;20231014;1697249778;Paid Search;facebook;organic;desktop;Opera;Windows;True;Europe;India;Berlin;0;20;9;3;True;20230718
7859974;3066407926;20230408;1680956153;Social;direct;referral;desktop;Safari;Linux;False;Europe;Australia;Mumbai;0;551;1;4;True;20230212
6907226;4129359711;20230904;1693811154;Paid Search;direct;email;mobile;Edge;iOS;True;Europe;India;Madrid;0;975;10;2;True;20230123
9465813;4401488752;20230220;1676866477;Referral;direct;referral;tablet;Opera;Windows;True;Oceania;Australia;São Paulo;0;1120;5;1;False;20230219
4735914;6332334233;20231130;1701303855;Email;youtube;(none);tablet;Edge;Linux;True;Africa;India;Mumbai;0;610;6;3;True;20221205
3921424;1272857293;20231024;1698129995;Email;youtube;referral;mobile;Edge;Android;False;Africa;India;São Paulo;12325;1085;5;2;True;20230913
8257674;1700025609;20230427;1682555207;Direct;newsletter;cpc;tablet;Firefox;Windows;False;Oceania;Spain;Madrid;12985;526;4;5;True;20230419
5569583;7817682078;20231125;1700900373;Email;google;(none);mobile;Safari;iOS;False;Americas;Brazil;Berlin;0;887;2;2;True;20230502
1358769;8468946471;20230706;1688655758;Direct;youtube;cpc;tablet;Chrome;iOS;False;Americas;Spain;Mumbai;0;1078;4;5;True;20230516
5860015;4998137638;20230425;1682406748;Display;direct;referral;desktop;Safari;Linux;True;Europe;Germany;Sydney;0;146;3;5;True;20230205
7484030;6182737716;20230204;1675498169;Referral;google;referral;tablet;Edge;Linux;True;Oceania;Spain;Mumbai;0;1182;4;2;True;20230101
7102614;6189472420;20230823;1692758507;Paid Search;facebook;email;tablet;Chrome;Macintosh;True;Europe;Germany;São Paulo;0;87;2;5;True;20230422
1388411;9881906646;20230824;1692882814;Direct;google;cpc;tablet;Firefox;Linux;False;Asia;Germany;São Paulo;16502;848;8;1;False;20230320
4171807;9418063039;20230129;1674951934;Social;direct;cpc;desktop;Firefox;iOS;False;Europe;USA;São Paulo;0;227;9;1;False;20221218
1252702;6083806741;20230716;1689519836;Display;direct;organic;desktop;Edge;Macintosh;True;Americas;USA;São Paulo;0;240;7;1;False;20230111
